title,singer,music_director,actor,genre,language,movie_name,album,year,duration_seconds,audio_file_path,moods
Manogari,Haricharan & Mohana,,,Tamil,Tamil,,Baahubali - The Beginning (Tamil),,214,songs/haricharan_mohana_manogari.mp3,feel good
Jai Ho! (You Are My Destiny),A.R. Rahman,,,Tamil,Tamil,,Essential R&B 2010,,222,songs/ar_rahman_jai_ho_you_are_my_destiny.mp3,romantic
Enna Sona,A.R. Rahman,,,Tamil,Tamil,,,,,songs/ar_rahman_enna_sona.mp3,romantic
Kun Faya Kun,A.R. Rahman,,,Tamil,Tamil,,,,711,songs/ar_rahman_kun_faya_kun.mp3,romantic
Riots,A.R. Rahman,,,Tamil,Tamil,,Slumdog Millionaire - Music From The Motion Picture,,121,songs/ar_rahman_riots.mp3,romantic
Mumbai Theme Tune,A.R. Rahman,,,Tamil,Tamil,,Café Del Mar: Volumen Cinco y Seis,,315,songs/ar_rahman_mumbai_theme_tune.mp3,romantic
Jashn-E-Bahaaraa,A.R. Rahman,,,Tamil,Tamil,,"Colors Of Indian Music, Volume 4: The Mozart Of Indian Cinema - A. R. Rahman",,317,songs/ar_rahman_jashn_e_bahaaraa.mp3,romantic
Maahi Ve,A.R. Rahman,,,Tamil,Tamil,,Highway (Original Motion Picture Soundtrack),,240,songs/ar_rahman_maahi_ve.mp3,romantic
Mausam & Escape,A.R. Rahman,,,Tamil,Tamil,,Slumdog Millionaire - Music From The Motion Picture,,235,songs/ar_rahman_mausam_escape.mp3,romantic
Nadaan Parinde,A.R. Rahman,,,Tamil,Tamil,,,,,songs/ar_rahman_nadaan_parinde.mp3,romantic
"Raanjhanaa (From ""Raanjhanaa"")",A.R. Rahman,,,Tamil,Tamil,,Simply Love,,254,songs/ar_rahman_raanjhanaa_from_raanjhanaa.mp3,romantic
Raanjhanaa,A.R. Rahman,,,Tamil,Tamil,,Raanjhanaa (Original Motion Picture Soundtrack),,256,songs/ar_rahman_raanjhanaa.mp3,romantic
Latika's Theme,A.R. Rahman,,,Tamil,Tamil,,Slumdog Millionaire - Music From The Motion Picture,,189,songs/ar_rahman_latikas_theme.mp3,romantic
Challa,A.R. Rahman,,,Tamil,Tamil,,,,,songs/ar_rahman_challa.mp3,romantic
"Tum Tak (From ""Raanjhanaa"")",A.R. Rahman,,,Tamil,Tamil,,Essential Bollywood,,305,songs/ar_rahman_tum_tak_from_raanjhanaa.mp3,romantic
Tum Tak,A.R. Rahman,,,Tamil,Tamil,,Raanjhanaa (Original Motion Picture Soundtrack),,305,songs/ar_rahman_tum_tak.mp3,romantic
Barso Re,A.R. Rahman,,,Tamil,Tamil,,,,327,songs/ar_rahman_barso_re.mp3,romantic
Param Sundari,A.R. Rahman,,,Tamil,Tamil,,,,,songs/ar_rahman_param_sundari.mp3,romantic
Roobaroo,A.R. Rahman,,,Tamil,Tamil,,Rang De Basanti (Original Motion Picture Soundtrack),,281,songs/ar_rahman_roobaroo.mp3,romantic
The Humma Song,A.R. Rahman,,,Tamil,Tamil,,,,,songs/ar_rahman_the_humma_song.mp3,romantic
Ringa Ringa,A.R. Rahman,,,Tamil,Tamil,,,,257,songs/ar_rahman_ringa_ringa.mp3,romantic
Luka Chuppi,A.R. Rahman,,,Tamil,Tamil,,,,396,songs/ar_rahman_luka_chuppi.mp3,romantic
Liquid Dance,A.R. Rahman,,,Tamil,Tamil,,,,181,songs/ar_rahman_liquid_dance.mp3,party
Jiya Re,A.R. Rahman,,,Tamil,Tamil,,,,318,songs/ar_rahman_jiya_re.mp3,romantic
Radha Kaise Na Jale,A.R. Rahman,,,Tamil,Tamil,,The Best of A.R. Rahman - Music and Magic from the Composer of Slumdog Millionaire,,334,songs/ar_rahman_radha_kaise_na_jale.mp3,romantic
CHALEYA,Anirudh Ravichander,,,Tamil,Tamil,,Jawan,,200,songs/anirudh_ravichander_chaleya.mp3,romantic
"Chaleya (From ""Jawan"")",Anirudh Ravichander,,,Tamil,Tamil,,"Chaleya (From ""Jawan"")",,200,songs/anirudh_ravichander_chaleya_from_jawan.mp3,romantic
Why This Kolaveri Di? - The Soup of Love,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_why_this_kolaveri_di_the_soup_of_love.mp3,romantic
Kannazhaga - The Kiss of Love,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_kannazhaga_the_kiss_of_love.mp3,romantic
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,,,Tamil,Tamil,,"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",,279,songs/anirudh_ravichander_arabic_kuthu_halamithi_habibo_from_beast.mp3,romantic
Idhazhin Oram - The Innocence of Love,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_idhazhin_oram_the_innocence_of_love.mp3,romantic
"Hayyoda (From ""Jawan"")",Anirudh Ravichander,,,Tamil,Tamil,,"Hayyoda (From ""Jawan"")",,200,songs/anirudh_ravichander_hayyoda_from_jawan.mp3,romantic
Hukum - Thalaivar Alappara,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_hukum_thalaivar_alappara.mp3,romantic
Thangamey,Anirudh Ravichander,,,Tamil,Tamil,,Wunderboy Anirudh,,262,songs/anirudh_ravichander_thangamey.mp3,romantic
"Naa Ready (From ""Leo"")",Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_naa_ready_from_leo.mp3,romantic
Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_nee_paartha_vizhigal_the_touch_of_love.mp3,romantic
Maari Thara Local - Here Comes Maari,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_maari_thara_local_here_comes_maari.mp3,romantic
Vaathi Coming,Anirudh Ravichander,,,Tamil,Tamil,,,,228,songs/anirudh_ravichander_vaathi_coming.mp3,romantic
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,,,Tamil,Tamil,,"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",,209,songs/anirudh_ravichander_dippam_dappam_from_kaathuvaakula_rendu_kaadhal.mp3,romantic
"Udhungada Sangu (From ""Velai Illa Pattadhaari"")",Anirudh Ravichander,,,Tamil,Tamil,,Voice of Ani,,209,songs/anirudh_ravichander_udhungada_sangu_from_velai_illa_pattadhaari.mp3,romantic
Vikram - Title Track,Anirudh Ravichander,,,Tamil,Tamil,,Vikram (Original Motion Picture Soundtrack),,218,songs/anirudh_ravichander_vikram_title_track.mp3,romantic
Don'u Don'u Don'u - The Don's Romance,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_donu_donu_donu_the_dons_romance.mp3,romantic
"Ordinary Person (From ""Leo"")",Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_ordinary_person_from_leo.mp3,romantic
Lokiverse - Background Score,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_lokiverse_background_score.mp3,romantic
"Badass (From ""Leo"")",Anirudh Ravichander,,,Tamil,Tamil,,"Badass (From ""Leo"")",,229,songs/anirudh_ravichander_badass_from_leo.mp3,romantic
"Kaavaalaa (From ""Jailer"")",Anirudh Ravichander,,,Tamil,Tamil,,"Kaavaalaa (From ""Jailer"")",,190,songs/anirudh_ravichander_kaavaalaa_from_jailer.mp3,romantic
Oh Penne,Anirudh Ravichander,,,Tamil,Tamil,,Vanakkam Chennai (Original Motion Picture Soundtrack),,213,songs/anirudh_ravichander_oh_penne.mp3,romantic
Po Nee Po - The Pain of Love,Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_po_nee_po_the_pain_of_love.mp3,romantic
Not Ramaiya Vastavaiya,Anirudh Ravichander,,,Tamil,Tamil,,Jawan,,202,songs/anirudh_ravichander_not_ramaiya_vastavaiya.mp3,devotional
Senjitaley,Anirudh Ravichander,,,Tamil,Tamil,,Remo (Original Motion Picture Soundtrack),,251,songs/anirudh_ravichander_senjitaley.mp3,romantic
"Marana Mass - From ""Petta""",Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_marana_mass_from_petta.mp3,romantic
Once Upon a Time,Anirudh Ravichander,,,Tamil,Tamil,,Vikram (Original Motion Picture Soundtrack),,143,songs/anirudh_ravichander_once_upon_a_time.mp3,romantic
"Vaathi Coming (From ""Master"")",Anirudh Ravichander,,,Tamil,Tamil,,,,228,songs/anirudh_ravichander_vaathi_coming_from_master.mp3,romantic
"Manasilaayo (From ""Vettaiyan"")",Anirudh Ravichander,,,Tamil,Tamil,,,,,songs/anirudh_ravichander_manasilaayo_from_vettaiyan.mp3,romantic
Unakkul Naane,Harris Jayaraj,,,Tamil,Tamil,,Unakkul Naane,,127,songs/harris_jayaraj_unakkul_naane.mp3,romantic
Nenjukkul Peidhidum,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_nenjukkul_peidhidum.mp3,romantic
Mundhinam,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_mundhinam.mp3,romantic
Vaarayo Vaarayo,Harris Jayaraj,,,Tamil,Tamil,,,,324,songs/harris_jayaraj_vaarayo_vaarayo.mp3,romantic
Ava Enna,Harris Jayaraj,,,Tamil,Tamil,,,,320,songs/harris_jayaraj_ava_enna.mp3,romantic
Adiyae Kolluthey,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_adiyae_kolluthey.mp3,romantic
Annul Maelae,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_annul_maelae.mp3,romantic
Ennamo Yeadho,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_ennamo_yeadho.mp3,romantic
Anbe En Anbe,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_anbe_en_anbe.mp3,romantic
Hasili Fisiliye,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_hasili_fisiliye.mp3,romantic
"Ennamo Yeadho (From ""KO"")",Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_ennamo_yeadho_from_ko.mp3,romantic
Yethi Yethi,Harris Jayaraj,,,Tamil,Tamil,,Evergreen Dance,,295,songs/harris_jayaraj_yethi_yethi.mp3,romantic
Oh! Shanthi Shanthi,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_oh_shanthi_shanthi.mp3,romantic
Yaaro Manathile,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_yaaro_manathile.mp3,romantic
Mun Andhi,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_mun_andhi.mp3,romantic
Danga Maari Oodhari,Harris Jayaraj,,,Tamil,Tamil,,,,342,songs/harris_jayaraj_danga_maari_oodhari.mp3,romantic
Mazhai Vara Pogudhae,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_mazhai_vara_pogudhae.mp3,romantic
Engeyum Kaadhal,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_engeyum_kaadhal.mp3,romantic
Aathangara Orathil,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_aathangara_orathil.mp3,romantic
Manjal Veyil,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_manjal_veyil.mp3,romantic
Adhaaru Adhaaru,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_adhaaru_adhaaru.mp3,romantic
Yellae Lama,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_yellae_lama.mp3,romantic
Unakkenna Venum Sollu,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_unakkenna_venum_sollu.mp3,romantic
Thodu Vaanam,Harris Jayaraj,,,Tamil,Tamil,,,,315,songs/harris_jayaraj_thodu_vaanam.mp3,romantic
Paartha Mudhal,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_paartha_mudhal.mp3,romantic
Naaloney Pongaynu,Harris Jayaraj,,,Tamil,Tamil,,,,,songs/harris_jayaraj_naaloney_pongaynu.mp3,sad
Nagumo,Hesham Abdul Wahab,,,Malayalam,Malayalam,,,,,songs/hesham_abdul_wahab_nagumo.mp3,feel good
"Puthu Mazha (From ""Sarvam Maya"")",Justin Prabhakaran,,,Malayalam,Malayalam,,,,,songs/justin_prabhakaran_puthu_mazha_from_sarvam_maya.mp3,feel good
"Chiri Thottu (From ""Sarvam Maya"")",Justin Prabhakaran,,,Malayalam,Malayalam,,,,,songs/justin_prabhakaran_chiri_thottu_from_sarvam_maya.mp3,feel good
"Naran (Language: Malayalam; Film: Naran; Film Artists: Mohan Lal, Devyani)",Chitra,,,Malayalam,Malayalam,,,,,songs/chitra_naran_language_malayalam_film_naran_film_artists_mohan_lal_d.mp3,feel good
"Kalapakkaara (From ""King of Kotha"")",Jakes Bejoy,,,Malayalam,Malayalam,,,,,songs/jakes_bejoy_kalapakkaara_from_king_of_kotha.mp3,feel good
"Chanjadi Aadi (Language: Malayalam; Film: Makalkku; Film Artists: Suresh Gopi, Shobana)",Adnan Sami,,,Malayalam,Malayalam,,Makkalkku,,298,songs/adnan_sami_chanjadi_aadi_language_malayalam_film_makalkku_film_artists_.mp3,feel good
Karunya roopanam (Psalm 50 - Miserere),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_karunya_roopanam_psalm_50_miserere.mp3,feel good
Para Para,Anoop Mohandas,,,Malayalam,Malayalam,,,,226,songs/anoop_mohandas_para_para.mp3,feel good
Mel Mel,Naresh Iyer,,,Malayalam,Malayalam,,,,,songs/naresh_iyer_mel_mel.mp3,feel good
Parayathe Parayunna,Nikhil Chandran,,,Malayalam,Malayalam,,,,257,songs/nikhil_chandran_parayathe_parayunna.mp3,feel good
Raat,Jackson Vijayan,,,Malayalam,Malayalam,,,,192,songs/jackson_vijayan_raat.mp3,sleepy
Anuraghathin Velayil,Vineeth Sreenivasan,,,Malayalam,Malayalam,,,,,songs/vineeth_sreenivasan_anuraghathin_velayil.mp3,feel good
Ente Khalbile,Vineeth Sreenivasan,,,Malayalam,Malayalam,,Classmates,,262,songs/vineeth_sreenivasan_ente_khalbile.mp3,feel good
Nandiyalennullam,Sujatha,,,Malayalam,Malayalam,,Ananthasneham,,267,songs/sujatha_nandiyalennullam.mp3,feel good
Panipaali-2,NJ,,,Malayalam,Malayalam,,Panipaali-2,,218,songs/nj_panipaali_2.mp3,feel good
"Innaley (Chitra) (Language: Malayalam; Film: Balettan; Film Artists: Mohan Lal, Devyani)",Chitra,,,Malayalam,Malayalam,,,,,songs/chitra_innaley_chitra_language_malayalam_film_balettan_film_artists.mp3,feel good
Vazhthunnitha (Magnificat),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_vazhthunnitha_magnificat.mp3,feel good
Athiraliyum,Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_athiraliyum.mp3,feel good
Paathira Kaalam,Tribemama Marykali,,,Malayalam,Malayalam,,Kurup (Original Motion Picture Soundtrack),,229,songs/tribemama_marykali_paathira_kaalam.mp3,feel good
Arike Ninna,Hesham Abdul Wahab,,,Malayalam,Malayalam,,,,,songs/hesham_abdul_wahab_arike_ninna.mp3,feel good
Rarify,John Young,,,Malayalam,Malayalam,,Indian Summer,,216,songs/john_young_rarify.mp3,feel good
Maa Marubhoomi,Satheeshbabu,,,Malayalam,Malayalam,,,,,songs/satheeshbabu_maa_marubhoomi.mp3,feel good
Theerathe Neelunne,Vineeth Sreenivasan,,,Malayalam,Malayalam,,Thira,,231,songs/vineeth_sreenivasan_theerathe_neelunne.mp3,romantic
Kaattu Mooliyo,Vineeth Sreenivasan,,,Malayalam,Malayalam,,,,,songs/vineeth_sreenivasan_kaattu_mooliyo.mp3,feel good
Trance (Title Track),"Vinayakan T K, Neha S Nair, Lee",,,Malayalam,Malayalam,,Trance,,296,songs/vinayakan_t_k_neha_s_nair_lee_trance_title_track.mp3,feel good
"Paavakali (Language: Malayalam; Film: Makalkku; Film Artists: Suresh Gopi, Shobana)",Jassie Gift,,,Malayalam,Malayalam,,Makkalkku,,235,songs/jassie_gift_paavakali_language_malayalam_film_makalkku_film_artists_sure.mp3,feel good
"Kandu Kandu (Repeat) (Language: Malayalam; Film: Mambazhakkalam; Film Artists: Mohan Lal, Shobana)",Nishad,,,Malayalam,Malayalam,,,,,songs/nishad_kandu_kandu_repeat_language_malayalam_film_mambazhakkalam_fi.mp3,feel good
"Mukilin Magalaai (Language: Malayalam; Film: Makalkku; Film Artists: Suresh Gopi, Shobana)",Manjari,,,Malayalam,Malayalam,,Makkalkku,,349,songs/manjari_mukilin_magalaai_language_malayalam_film_makalkku_film_artis.mp3,feel good
Karukara,Avial,,,Malayalam,Malayalam,,Avial,,380,songs/avial_karukara.mp3,feel good
Njan Aara,Avial,,,Malayalam,Malayalam,,Avial,,332,songs/avial_njan_aara.mp3,feel good
Ayalathe,Shreekumar Vakkiyil,,,Malayalam,Malayalam,,Angamaly Diaries (Original Motion Picture Soundtrack),,130,songs/shreekumar_vakkiyil_ayalathe.mp3,feel good
Kaathirunnu,Shreya Ghoshal,,,Malayalam,Malayalam,,Ennu Ninte Moideen (Original Motion Picture Soundtrack),,261,songs/shreya_ghoshal_kaathirunnu.mp3,feel good
Nattucha Nerathu (Revival),K.J. Yesudas,,,Malayalam,Malayalam,,,,,songs/kj_yesudas_nattucha_nerathu_revival.mp3,feel good
Otta Thumbi,Shankar Mahadevan,,,Malayalam,Malayalam,,,,283,songs/shankar_mahadevan_otta_thumbi.mp3,feel good
Madhuram,K S Chitra,,,Malayalam,Malayalam,,,,,songs/k_s_chitra_madhuram.mp3,feel good
Puttu paattu,Thakara,,,Malayalam,Malayalam,,Mojo Sessions Live,,332,songs/thakara_puttu_paattu.mp3,feel good
"Poomuthole - From ""Joseph""",Niranj Suresh,,,Malayalam,Malayalam,,,,,songs/niranj_suresh_poomuthole_from_joseph.mp3,feel good
Why I'm Serious (Interlude),T.I.,,,Malayalam,Malayalam,,I'm Serious,,63,songs/ti_why_im_serious_interlude.mp3,feel good
Vinnile Ghandarva,S. P. Venkatesh,,,Malayalam,Malayalam,,,,,songs/s_p_venkatesh_vinnile_ghandarva.mp3,feel good
Jaya ghoshitha (Psalm 94 - Venite exultemus),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_jaya_ghoshitha_psalm_94_venite_exultemus.mp3,feel good
Innariyathe,Roby Abraham,,,Malayalam,Malayalam,,,,,songs/roby_abraham_innariyathe.mp3,feel good
Neemathi Yenika,Malayalam Christian Songs,,,Malayalam,Malayalam,,Vattaatha Urava Vol 1,,352,songs/malayalam_christian_songs_neemathi_yenika.mp3,romantic
"Nee En Sundari (Language: Malayalam; Film: Sathyam; Film Artists: Prithiviraj, Priya Mani)",Chitra,,,Malayalam,Malayalam,,,,,songs/chitra_nee_en_sundari_language_malayalam_film_sathyam_film_artists_.mp3,romantic
Tharalam Malayalam Hot Full Movie,Mallu Films,,,Malayalam,Malayalam,,,,,songs/mallu_films_tharalam_malayalam_hot_full_movie.mp3,feel good
Pistah,Sabareesh Varma,,,Malayalam,Malayalam,,,,,songs/sabareesh_varma_pistah.mp3,feel good
Thedunnu,Venugopal,,,Malayalam,Malayalam,,,,,songs/venugopal_thedunnu.mp3,feel good
"Irulkkannumay - From ""Kooman :The Night Rider""",Vinayak Sasikumar,,,Malayalam,Malayalam,,,,,songs/vinayak_sasikumar_irulkkannumay_from_kooman_the_night_rider.mp3,sleepy
Kizhakku Pookkum,Shreya Ghoshal,,,Malayalam,Malayalam,,Anwar (Original Motion Picture Soundtrack),,307,songs/shreya_ghoshal_kizhakku_pookkum.mp3,feel good
Kanmani Kanmani,Arvind Venugopal,,,Malayalam,Malayalam,,,,,songs/arvind_venugopal_kanmani_kanmani.mp3,feel good
Prem Nazir,Aromalunni Malayalam Full Movie,,,Malayalam,Malayalam,,,,,songs/aromalunni_malayalam_full_movie_prem_nazir.mp3,romantic
Maarivil,Najim Arshad,,,Malayalam,Malayalam,,,,,songs/najim_arshad_maarivil.mp3,feel good
Jhoomo Re (International Version),Kailash Kher,,,Malayalam,Malayalam,,,,,songs/kailash_kher_jhoomo_re_international_version.mp3,feel good
Navyamamoru gaanam (Psalm 97 - Cantate Domino),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_navyamamoru_gaanam_psalm_97_cantate_domino.mp3,feel good
Oh Naadhan varavai (Psalm 23 Domini est terra),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_oh_naadhan_varavai_psalm_23_domini_est_terra.mp3,feel good
Aashichavan,Jayasurya,,,Malayalam,Malayalam,,,,,songs/jayasurya_aashichavan.mp3,feel good
"Minmini Parvaighal (Language: Tamil; Film: Julee Ganapathi; Film Artists: Jayaram, Ramya Krishnan)",Jesudas,,,Malayalam,Malayalam,,,,,songs/jesudas_minmini_parvaighal_language_tamil_film_julee_ganapathi_film_.mp3,devotional
Omana Penne,"Benny Dayal, Kalyani Menon",,,Malayalam,Malayalam,,,,,songs/benny_dayal_kalyani_menon_omana_penne.mp3,feel good
Omana Komala,"Abhirami Ajith, Najeem Arshad",,,Malayalam,Malayalam,,,,,songs/abhirami_ajith_najeem_arshad_omana_komala.mp3,feel good
Sakalesanente Naadha (Psalm 4 - Cum invocarem),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_sakalesanente_naadha_psalm_4_cum_invocarem.mp3,feel good
Sanwali Saloni,Yesudas,,,Malayalam,Malayalam,,Yesudas / Sitaron Mein Tu,,296,songs/yesudas_sanwali_saloni.mp3,feel good
Pennale,"Yesudas, P Leela",,,Malayalam,Malayalam,,,,,songs/yesudas_p_leela_pennale.mp3,feel good
Vaathil Melle,Sachin Warrier,,,Malayalam,Malayalam,,Neram,,280,songs/sachin_warrier_vaathil_melle.mp3,feel good
Thazhvaram,"Hesham, Neha Nair",,,Malayalam,Malayalam,,Thira,,315,songs/hesham_neha_nair_thazhvaram.mp3,feel good
Karukavayal Kuruvi,K.S. Chithra,,,Malayalam,Malayalam,,,,,songs/ks_chithra_karukavayal_kuruvi.mp3,feel good
Pacha Panam Thathe,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_pacha_panam_thathe.mp3,feel good
Jar Lagee Churee Koh,Hariharan,,,Malayalam,Malayalam,,Jodi Bansi Dake Jomunate,,172,songs/hariharan_jar_lagee_churee_koh.mp3,feel good
CHEMBARATHI! | LIL PAYYAN | AZWIN | (Official Audio),Lil PAYYAN,,,Malayalam,Malayalam,,,,,songs/lil_payyan_chembarathi_lil_payyan_azwin_official_audio.mp3,feel good
Pavanarachezhuthunnu,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_pavanarachezhuthunnu.mp3,feel good
Pettidaam Aarum,"Aalaap Raju, Sankar Sharma",,,Malayalam,Malayalam,,,,,songs/aalaap_raju_sankar_sharma_pettidaam_aarum.mp3,feel good
Aadhyamay Kanda Naal,Johnson,,,Malayalam,Malayalam,,Thooval Kottaram (Original Motion Picture Soundtrack),,283,songs/johnson_aadhyamay_kanda_naal.mp3,feel good
Njaan Parayathe,Kannur Shareef,,,Malayalam,Malayalam,,,,,songs/kannur_shareef_njaan_parayathe.mp3,feel good
Njan Uyarnu Pogum,Ranjith Govind,,,Malayalam,Malayalam,,,,178,songs/ranjith_govind_njan_uyarnu_pogum.mp3,feel good
Sakala janavali (Psalm 116 - Laudate Dominum),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_sakala_janavali_psalm_116_laudate_dominum.mp3,feel good
Pavizham pol pavizhaadharam po,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_pavizham_pol_pavizhaadharam_po.mp3,feel good
Sona Sona,Kalabhavan Mani,,,Malayalam,Malayalam,,Ben Johnson (Original Motion Picture Soundtrack),,286,songs/kalabhavan_mani_sona_sona.mp3,feel good
Memories,Sheltn Pinhero,,,Malayalam,Malayalam,,,,,songs/sheltn_pinhero_memories.mp3,feel good
Naadha kripaalu Idayan (Psalm 22 - Dominus regit me),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_naadha_kripaalu_idayan_psalm_22_dominus_regit_me.mp3,feel good
Aigiri Nandini Eye For an Eye,Govind & Meera,,,Malayalam,Malayalam,,,,,songs/govind_meera_aigiri_nandini_eye_for_an_eye.mp3,feel good
Varamanjaladiya (Sujatha),Vidyasagar,,,Malayalam,Malayalam,,,,,songs/vidyasagar_varamanjaladiya_sujatha.mp3,devotional
Jaya jaya(Psalm 150 - Laudate Dominum in sanctis),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_jaya_jayapsalm_150_laudate_dominum_in_sanctis.mp3,feel good
Anuraaga Vilochananayi,Vidyasagar,,,Malayalam,Malayalam,,,,,songs/vidyasagar_anuraaga_vilochananayi.mp3,feel good
Krisha kripasagaram,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_krisha_kripasagaram.mp3,feel good
Mahitha mahonnathan (Psalm 140),Jerry Amaldev,,,Malayalam,Malayalam,,,,,songs/jerry_amaldev_mahitha_mahonnathan_psalm_140.mp3,feel good
"Katha Katha (Language: Malayalam; Film: Raappakal; Film Artists: Mamootty, Nayan Thara)",Vijay Yesudas,,,Malayalam,Malayalam,,,,,songs/vijay_yesudas_katha_katha_language_malayalam_film_raappakal_film_artists_m.mp3,feel good
Mazhaye Mazhaye,"Karthik, Abhaya Hiranmayi",,,Malayalam,Malayalam,,,,,songs/karthik_abhaya_hiranmayi_mazhaye_mazhaye.mp3,feel good
Oru Mezhuthiriyude,"Shahbaz Aman, Mridula Warrier",,,Malayalam,Malayalam,,,,,songs/shahbaz_aman_mridula_warrier_oru_mezhuthiriyude.mp3,feel good
Punchiri Thanchum,Shankar Mahadevan,,,Malayalam,Malayalam,,,,,songs/shankar_mahadevan_punchiri_thanchum.mp3,feel good
Subhaane,Moossa Eranjoly,,,Malayalam,Malayalam,,,,,songs/moossa_eranjoly_subhaane.mp3,feel good
Kilukil Pambaram - Kilukkkam Malayalam M,MalayalamSearch.Com,,,Malayalam,Malayalam,,,,,songs/malayalamsearchcom_kilukil_pambaram_kilukkkam_malayalam_m.mp3,feel good
"Paranjhilla Gynaan (Language: Malayalam; Film: Mambazhakkalam; Film Artists: Mohan Lal, Shobana)",K.J. Yesudas,,,Malayalam,Malayalam,,,,,songs/kj_yesudas_paranjhilla_gynaan_language_malayalam_film_mambazhakkalam_fi.mp3,feel good
Pavana Guru,Madhu Balakrishnan,,,Malayalam,Malayalam,,Ilaiyaraaja's Music Journey: Live in Italy,,344,songs/madhu_balakrishnan_pavana_guru.mp3,feel good
Doore Doore,Suchith Suresan,,,Malayalam,Malayalam,,Neelakasham Pachakadal Chuvanna Bhoomi (Original Motion Picture Soundtrack),,257,songs/suchith_suresan_doore_doore.mp3,feel good
Kannum Kannum Remix,Yesudas,,,Malayalam,Malayalam,,,,,songs/yesudas_kannum_kannum_remix.mp3,feel good
Kaanthaa,MASALA COFFEE,,,Malayalam,Malayalam,,,,,songs/masala_coffee_kaanthaa.mp3,feel good
Mazhaye Toomazhaye,"Haricharan, Mridula Varier",,,Malayalam,Malayalam,,,,,songs/haricharan_mridula_varier_mazhaye_toomazhaye.mp3,feel good
Thaazhvaaram,Sushin Shyam,,,Malayalam,Malayalam,,Neelakasham Pachakadal Chuvanna Bhoomi (Original Motion Picture Soundtrack),,247,songs/sushin_shyam_thaazhvaaram.mp3,feel good
